text,labels
"I would imagine there may be an element of confusion, however, it is unknown whether the man's departure was planned or not. Her anticipation for his return may suggest that she was unaware of his intentions to leave. When she arrives at the tree for the second time and looks out to the horizon, she may have experienced feelings of neglect, loss, or despair. I imagine that her intentions were to wait for his arrival, by visiting the place he departed at a later time. Upon realising that she had been abandoned, she may have experienced anger or heartache. Her reaction to cycle after his departure may have been a way of collecting thoughts, or denial of the situation by escaping it. One can only imagine, regardless, that sadness and loneliness are most likely the experienced feelings. ","[7, 6, 1, 0, 0, 1]"
"At the beginning she is just enjoying her time with her father, she is clearly happy and content and they cycle together, it's clearly showing a strong bond between the two of them. When they arrive at the edge of the water they lean their bikes up against a tree and her father starts to walk down the hill. She's obviously used to this but she still knows that she'll miss him, so when she runs down to see him they share a moment. He gives her a massive engulfing hug and begins to get into the boat. She watches him row away for quite a long time. Even after his boat disappears from view she waits for him, you can see that she's been waiting a long time because the colour of the landscape changes.She finally cycles away (Home maybe) and then returns when the night falls. and his bike is still against the tree","[5, 2, 0, 1, 0, 0]"
"She knows what is coming that her father is leaving. As she cycles, she has to work harder to keep up with her father. The effort of cycling keeps her mind off of what is coming, but she has already somewhat processed her emotions. She is patient and understanding. She feels loved. She is worried about her father. As she watches him move towards the horizon she goes back and forth to get a better look and to feel as close as possible to him. When she returns and he is not there at night she is still worried and perhaps is heading off along to the coast to find him. She does not seem overly upset, but concerned and resolute.","[8, 4, 2, 0, 0, 0]"
She obviously loved her father very much. She went with him to say goodbye & found it difficult to leave him. She was very upset to see him leave. She was hopeful that her father would return as she travelled back to the same place but he was not there. ,"[3, 0, 1, 0, 0, 0]"
Initially she is happy and excited. she is spending what appears like quality time with her dad. it feels like she is happy that the boat is there. she continues to remain happy as she hugs her father goodbye and doesnt seem too upset to see him go. As she continues to return to the beach her feelings change to ones of sadness.,"[6, 0, 0, 0, 0, 0]"
"The daughter is lovingly riding with her father on their bikes. She playfully races ahead of her father, up the hill, and waits for him to catch up with her. As she rides on her father eventually stops. She circles back to him and dismounts her bike the same as he has done. He kneels down to say goodbye before he walks to the boat. he comes back again and lifts her up to give another heartfelt goodbye. As he leaves nto the distance the girl begins to pace, upset by his departure. She waits for a while after he has left and eventually leaves. She later returns to the place where her father had left and waited for his return. But he never  came.   ","[3, 2, 0, 1, 0, 2]"
"Going for a nice cycle with your Father as a young girl as Daddy's seem to be someone a Daughter looks ups too and admires her Father sometimes that is not always the case.  But if the Daughter has a good relationship with her Father she will probably think the world of him and he can do know wrong in her eyes.  My feelings would be on this film, Happy the you are enjoying a nice cycle with your Dad, Sad that your Dad is leaving on a boat seems that the little did not know her Father was leaving on a boat, seems like she just thought that were just going for a nice cycle. Very sad and upset that her Father left on a boat and he did not return later that evening when she returned to the scene were her Father left on a boat.","[8, 4, 0, 1, 0, 0]"
She seemed to be much younger than the male character. The male character picked her up after she fell on the hill indicating a dominant relationship. At first she appears not to understand the males reason for leaving. She believes that this man will return. She waits for him exactly where he left. She intends to be reunited with this man and desperately awaits his return. ,"[1, 4, 1, 0, 0, 0]"
"At the start of the film I would imagine her to be happy and content, having a pleasant day out cycling with her father. I imagine that she doesn't understand his leaving so might be confused as she watches him ride away. On realising he is not coming back I imagine she is sad and more confused. On riding back the next day she is likely full of hope for his return and excited at the prospect of seeing him again. As she waits by the bank, ever hopeful, I imagine she becomes more sad and perhaps is starting to feel abandoned by her father. This would come with a feeling of great loss as well as thoughts of ""why?"" She is likely questioning whether it was something she did, she might well be wondering if he is OK. ","[11, 5, 0, 0, 0, 0]"
"She loves her father. She enjoys going with him. She will miss him, and looks forward to his return. However, she doesn't take his leaving personally...she is resigned to it.","[5, 1, 0, 0, 0, 0]"
At first she may feel a sense of adventure when cycling with her father. Then she would feel love and protection from the affectionate hugs. Then she would feel very confused as to why he brought her to the boat. She would try to interpret what he was doing as he goes down to the boat. As her father is rowing away she would feel increasing confusion and also panic. As she is moving side to side she is trying to see where he is going but also doing this out of panic. She would also feel abandonment and hurt. She left because there was no point waiting around as he had rowed away. She probably went home. She returned at a later time to see if he was returning. As she could not see him as she looked out onto the horizon she felt hurt and abandoned. ,"[11, 1, 3, 1, 0, 0]"
"She seems happy in the beginning. Biking along, not showing any hesitancy or displeasure. The hug looks nice, she feels warm after that. Maybe a bit concerned about it, but she's young and may not find this intense hug unusual. While she waits she isn't nervous at first. Just waiting like a good kid. Confident nothing is wrong. She fidgets, the big step to the side, that's her asserting her curiosity. Trying to see what had happened and make her presence known. She's getting nervous. Then she bikes away, telling herself it'll be better to return later. When she does, there's still no one there. She's still not depressed or scared but she's on her way there. Worried about what happened to the man.  ","[11, 0, 1, 0, 0, 0]"
"I think she misses her father and wishes he were back with her. I think her father is someone she looks up to and that she enjoys spending time with him. This could be the first time she is given the opportunity to be independent, which would suggest that she's slightly scared, but the manner in which she cycled away soon after he left would suggest that she doesn't find spending time on her own to be daunting. I think she feels lonely that he has left, and slightly bored that she doesn't have anyone to do things with. She seems like she is capable of living life on her own, but that she prefers to spend time with people than be on her own. The fact that she would cycle back and look out at the sea would suggest that she is definitely thinking about her father in some way and misses having him around.","[10, 1, 0, 0, 0, 0]"
"two children are stealing cookies from the jar. The girl has her finger placed on her lips signalling the boy to be quiet. 
Their stool seems as if it is about to fall.
the mother is cleaning  dishes in the sink, meanwhile the sink is overflowing with water.
the window out to the garden is open","[0, 0, 1, 0, 0, 0]"
"This house seems chaotic. The boy is on a stool about to fall over while trying to get a cookie. The girl, I'm assuming his sister, is laughing at him while also reaching for the cookie? The mother is doing dishes, but has let the sink overflow completely. She also doesn't seem too concerned about her kids even though the boy might get hurt. The windows are open. ","[0, 1, 0, 0, 0, 0]"
"(Presumably)Mother daydreaming, distracted by something. Other parts of what are going on around her are coming apart. Children taking full advantage. Potential for a disaster in several places, water on teh floor, stool about to fall over.","[0, 2, 0, 0, 0, 0]"
"a woman is washing the dishes
water is spilling out from the sink
the boy is about to fall down
the boy is taking a cookie
the girl is laughing
a woman and two children are in a kitchen","[0, 0, 0, 0, 0, 0]"
"A woman is washing the plates.However, the water pours out without any control.No one notices this.Two children are playing games. One is fetching cookies and the other is waiting on the ground. However, dangerous thing is about to happen. The chair is tilting.","[0, 1, 0, 0, 0, 0]"
"Mother washing dishes but not paying attention as the water is overflowing from the sink and she is ignoring the children.
The children our getting the cookies from the cupboard dangerously using the stool but strangely the sister is not helping as she doesn't notice the stoll about to fall. 
The window is open at teh sink beside the mother who is drying a single dish, although she is not looking out of it.","[0, 2, 1, 0, 0, 0]"
Woman is washing up. Sink is overflowing. Boy is taking cookies from top cupboard standing on a stool that is about to fall over. Girl wants a cookie too. Both are behind the woman's back. She seems distracted by something out the window.,"[1, 1, 0, 0, 0, 0]"
The kids are stealing cookies from the cookie jar. The mother is cleaning the dishes. The mother doesn't seem to realise that the water from the sink is overflowing on to the ground. The kids are laughing because they think their mother doesn't notice that they are taking the cookies. The chair that the boy is standing on looks like it is about to fall over,"[0, 3, 0, 0, 0, 0]"
"Boy is taking cookies.
Boy is falling off stool
Girl is asking and reaching for cookies
Woman is unaware of boy falling.
Woman is unaware of sink overflowing
Woman is drying dishes
Curtains are bloeing in wind from open window","[0, 2, 0, 0, 0, 0]"
"There is water overflowing from the sink onto the floor. The woman is standing in the puddle. She is washing the dishes. The children are taking cookies from the cupboard without their mother noticing. The boy has lost his balance on the stool and is falling off it. The girl is laughing, possibly unaware of the situation. The window is open.","[0, 2, 0, 0, 0, 0]"
"Boy climbing on the stool
Stool toppling over
Mother drying up
Sink overflowing
Boy taking cookies and handing them to laughing girl
Open window","[0, 0, 0, 0, 0, 0]"
"this picture depicts chaos, the boy is mid fall off the highstool whilst stealing cookies and the mother is mid flooding the kitchen blissfully unaware doing the dishes. the girl or sister appears pleased that the boy is taking the cookies, but also unaware that he is about to fall off the stool. perhaps a summers day as the window is open.","[1, 2, 0, 0, 0, 0]"
The children are reaching for cookies from a press and the boy looks as though he is about to fall off of the stool he is standing on. The woman is washing dishes and seems unaware that the sink is overflowing and water is spilling onto the floor. She also seems unaware that the boy may fall from the stool. The window is open.,"[0, 2, 0, 0, 0, 0]"
"So, the children are up to mischief. Junior has his hand in the cookie jar and is about to receive a healthy slice of karma. The sister thinks it's funny. Mom seems to be blissfully unaware that the sink is overflowing. Could be captioned ""Seconds Before Tragedy"".","[1, 1, 0, 0, 0, 0]"
"Two kids reaching for a cookie jar, one on a ladder about to fall, a boy and a girl of about 12/13 years old. A lady is at a kitchen sink drying dishes but the sink is overflowing. She's not paying attention to the kids and doesn't look fazed by the overflowing sink.","[1, 1, 0, 0, 0, 0]"
"The mother of two children is absent-mindedly staring out the window while washing the dishes and doesn't notice that the sink is overflowing, with the water going all over the ground. Meanwhile, her two kids are trying to take cookies from the cookie jar and the child standing on the chair is about to fall off.","[0, 2, 1, 0, 0, 0]"
"This is a family scene at home and takes part in the kitchen. The Mother is washing washing dishes at the sink but appears distracted because her children, a boy and a girl, are after managing to get a stool and attempting to reach a high cupboard. In this cupboard a cookie jar is visible. As the boy reaches for as cookie the stool becomes unbalanced and it is implied that he could potentially fall. This is what has distracted the mother and as a result she has not been paying proper attention to the sink which has now overflown as a result.","[0, 3, 1, 0, 0, 0]"
"children are stealing cookies.
sink is overflowing.
mother is washing dishes.
mother is distracted.","[0, 1, 0, 0, 0, 0]"
I see an adult woman washing dishes at a sink that is over flowing. I see two children trying to reach a cookie jar in a cupboard. The male child is on a standing on a stool teetering on the edge of toppling over. The female child seems to laugh at her the falling child. Clean crockery sits on the counter top.,"[0, 0, 1, 0, 0, 0]"
"The boy trying to get the cokie has lost his balance and is about to fall.
The girl standing next to him  has noticed the boy looosing his balance and maybe is having a giggle at him.
The lady who is doing dishes has not realized that the sink is overflowing. 
It looks like a normal family to me.","[1, 2, 1, 0, 0, 0]"
"A cookie jar, a woman washing the dishes and two children trying to take cookies from the jar. The water is overflowing in the sink, but it does not seem to bother the woman, which is strange in my opinion, because the situation must be taken care of immediately in order to prevent the house from drowning. I like that she has a view of the garden. This is how I picture my sink to be located in the kitchen. I enjoy watching the nature from the comfort of my house. The boy is about to fall from the chair. I hope he restores his balance though!","[1, 0, 0, 3, 2, 0]"
"The lady drying the utensils using a cloth seems to be the mother of the two children behind her, who are trying to steal the cookie from the cookie jar. The mother is lost in some train of thoughts and doesn't have a sense of her surroundings, as can be seen from the overflowing water and the children trying to steal the cookies behind her. The boy on the stool is about to fall during his attempt to steal the cookie and handing over the cookie to her sister standing on the ground below him.","[0, 2, 3, 0, 0, 0]"
Sink overflowing / Woman drying plate / boy on stool (falling over) stealing cookies / Girl asking for one / Window open / ,"[0, 0, 0, 0, 0, 0]"
Two kids trying to reach a cookie jar which is deliberately kep out of reach of children. I notice the kid is about to fall from the stool but has gotone cookie from the jar. perhaps he was trying to pass the cookie to the girl. The kids are doing this behind their mother. mother seems young and in deep thoughts because she has left the tap open even when water is flowing out of the basin. She is washing dishes but seems distracted by her thoughts. the rom is a kitchen area and there is a lawn outside. The picture is black and white but it seems to be a day time picture.,"[0, 2, 1, 0, 0, 0]"
"A family scene in 1960s style set in the kitchen. Three people in the scene, mother and two children. The children are taking cookies from a jar. One of the children is standing on a stool and may fall off. Mother is washing dishes and the sink is overflowing. Garden is visble through the window however the curtains are partly drawn.","[0, 0, 0, 0, 0, 0]"
"I can see water overflowing through the kitchen sink and a few utensils on the counter next to the sink. The lady in the picture is cleaning a plate and is unawareof the two kids behind her who look like they are stealing a jar of cookies. The two kids behind her, a boy and a girl seem to be having fun, stealing the cookies. The boy is using a stool to reach the cookies, which are kept on a cupboard. The stool looks like it is about to fall off. ","[1, 1, 0, 0, 0, 0]"
"kids are stealing some cookies from the cookie jar behind their mother's back. She is doing the washing up, but is distracted as the sink is overflowing with water. The boy is also going to fall off the stool that he is climbing on the get the cookies. his 'sister' is waiting patiently to receive the cookie","[0, 2, 1, 0, 0, 0]"
"A mother is washing dishes in the kitchen. With her back faced to her children, her son is sneaking cookies from the kitchen cupboard for himself and his sister. As he is doing so he is slipping and the stool is about to go from underneath him. The mother is drying dishes, however she is not paying attention to the water in the sink and the sink is overflowing. She is now standing in water and this may cause her to slip. It looks like there is a dog in the back garden.","[0, 1, 1, 0, 0, 0]"
"Kids eating cookies. Boy almost falling, Woman washing dishes. Sink leaking water. Sunny day.","[0, 0, 0, 0, 0, 0]"
"1 The boy is about to fall
2 The lady is not much bothered about the water overflowing from the sink
3 things are exceptionally casual 
4. It seems like the everything wrong here is being delebirately done ","[1, 0, 1, 0, 0, 0]"
"Seems a bit of a chaos; the sink's overflowing, the kids are stealing cookies and the boy is gonna fall from the stool he is on. The mother seems unfased and while the daughter seems amused. ","[2, 0, 0, 0, 0, 0]"
A woman is washilg dishes while she is pro#eoccupied by something else. The sink got full and and water is running while kids are in danger while taking cookies behind her. The stool is not stable and the son is about to fall. It seems that he is making a favor to the girl. The girl seems to wants the cookies and is responsible for the boy's deed. Outside the weather seems great and the window is open.,"[1, 1, 1, 0, 0, 0]"
"The kids are going for the cookie jar and the boy is in danger of falling. The lady is washing the dishes using a lot of water and is in danger of slipping on the puddle of water she dangerously created. Lady could be the mother of these children. Judging from a lack of dishwashers and clothes the kids and the lady has, I'm inclined to guess that its the 50's. The family either has a big house or very close by neighbours. The girls is mischevious and condones of her brothers endeavour, guessing they are siblings.","[0, 2, 0, 0, 0, 0]"
"Grabbing cookies
Washing dishes
Water overflowing
Stool toppling over
Girl telling boy to be quiet
","[0, 0, 1, 0, 0, 0]"
There is a boy taking cookies from the jar but he is slipping on the stool he is standing on. The girl is reaching up for a cookie but appears to be laughing perhaps because the boy is about to fall. The woman is dring disches but has left the tap on and the sink is overflowing. There is a garden path that looks like it leads out from the window. The boy and woman do not seem to be aware of the fall that is about to happen or the water that is overflowing from the sink.,"[0, 2, 0, 0, 0, 0]"
"The boy is about to fall down as the stool is stooped too much on one end and about to fall.
The water from the sink is overflowing and the mother is only focussed on wiping the plate and not on turning off the tap.
The girl is only focussed on getting the cookie from the boy and not worried about whether the boy is going to fall down.
The boy is focussed on the cookie jar and not careful about his balance on the stool","[1, 3, 1, 0, 0, 0]"
"Two children, a boy standing on a stool reaching for a cookie and a girl observing. A mother cleaning dishes at the sink. the sink is overflowing. two cups beside the sink and a plate.the stool is abou tto fall over. the mother is unaware of this. it is daytime. the window is open. the curtins ar  open. there is water on the floor. the mother is standing in the water. the cookie jar is full. the girl is waiting to be passed a cookie. the boy and girl are wearing summer clothing, shorts and a skirt respectively. the cookie jar is on the highest shelf. ","[1, 1, 0, 0, 0, 0]"
"The boy is standing on the chair getting cookies from the press. The girl is standing below the boy, while he passes cookies down to her from the press. The sink is over flowing, while the mum is washing the dishes. The window is open, the stool in which the boy is standing on is about to fall. The press is also open where the cookies are stored.","[0, 0, 0, 0, 0, 0]"
"I see a child trying to get to a jar of cookies on a chair that is about to fall over.

Another shild is asking for one of the cooookies while telling the other child to be quiet.

A woman is cleaning dishes and is angrey that her sink is overflowing.

The window is open in their house","[1, 0, 2, 0, 0, 0]"
"This picture shows how the lady is being careless and not paying attention to the water that is being spilt. At the same time, the kids want to have some fun by having cookies. However,  the boy is trying to take the cookies from the jar without taking his safety into consideration. He is about to fall from the stool. No adult is supervising the children.","[2, 4, 1, 0, 0, 0]"
"1. Stool tilting - kid about to fall
2. Children stealing cookies
3. Mother doing the dishes
4.Water overflowing from the basin
5.Girl signalling her brother to hush","[0, 0, 1, 0, 0, 0]"
Kids are stealing from the cookie jar. Mum is oblivious. Also oblivious to sink overflowing. She might be distracted. SHes looking out the window. The boy is about to fall. It looks like the little girl is laughing. The mum is drying a plate,"[0, 3, 0, 0, 0, 0]"
"Children stealing cookies.
Son is about to fall from the chair.
Water is overflowing the sink.
Mother is preoccupied thinking or watching trough the window and not noticing children or water overflowing.
","[0, 2, 0, 0, 0, 0]"
"Children stealing cookies from cookie jar
Child falling off of the stool
Little girl laughing at boy
Mom washing dishes
sink overflowing
Curtains are open
window is open
there is a path leading away from the home 
mother is wearing an apron
the boy and girl are wearing shorts and skirt respectively
","[0, 0, 0, 0, 0, 0]"
A boy is trying to take cookies from a cookie jar but he is about to fall as the stool he is standing on is off balance. A woman is washing the dishes but doesn't notice that the sink is overflowing even though she is standing in the water. She also doesn't seem to notice what the children are doing. The children haven't noticed the overflowing water. The girl doesn't seem to realise that the boy is about to fall. ,"[0, 4, 1, 0, 0, 0]"
Trying to get cookies standing on a stool.Washing dishes. Sink overflowing. About to fall off stool.,"[0, 0, 1, 0, 0, 0]"
"A girl is asking a boy for a cookie. \the boy is standing o0n the chair to reach the jar. \the lady is drying dishes while the sink is over flowing in the kitchen. \the window to the kitchen is open, showing the garden.","[0, 0, 2, 0, 0, 0]"
"There are three people- an older woman and two children, one male and one female. The older woman is looking out a kitchen window with a plate, while the kitchen sink overflows into a hole in the ground. The male child is taking cookies out of a jar on a high shelf, handing them down to the female child. The stool he is on seems dangerously unstable and it appears as if he may fall down shortly. Given the clothing worn and the fact that the window is open, it appears to be nice weather outside, as the window shows a path outside, another window, and plants.","[0, 0, 0, 0, 0, 0]"
"I see kids reaching for cookies when their mams not looking. She looks pretty distracted there with the water gushing onto the floor. Maybe shes thinking of something serious. Looks like a nice day outside. The little girl looks like shes cracking herself laughing, not sure if this is because the boy is about to fall off the chair or the excitement of getting the biscuits. I'd say the mam looks kind angry to be honest, maybe because shes just noticed all the water is spilling or maybe because her kids are robbing biscuits. It seems like they're robbing because its so difficult to get them, it would be easier to ask her to pass them down because she can reach them so the fact that they didn't suggests she wouldn't respond in a useful way if she's going to respond at all. ","[2, 3, 2, 0, 0, 0]"
"I see a young boy on an unstable stool reachiong for ther cookies in the cookie jar. The young girl probably his sister is reching out waiting for her cookie and she appears to be smirking possibly because the boy is not supposed to be doing what he his doing. The mother has her back turned a few feet away washing dishes. However, it seems as though she is thinking of something else in her head and not paying full attention to what her children are doing and what she is doing because the sink is overflowing with water. ","[0, 2, 1, 0, 0, 0]"
"The boy is reaching for a cookie jar and he is about to fall down the steps. The girl is just looking at him, laughing at him. The mother has her back turned to them. She's drying the dishes while the sink is overflowing. She doesn't seem to notice anything that is going on. She could possibly slip if she turns around suddenly when the boy falls and hits his head off the counter. ","[0, 1, 0, 0, 0, 0]"
Lots of small things going/about to go wrong. A boy taking some cookies from the top drawer to share with his sister about to fall from a stool. Presumably the mother oblivious to the overflowing tap and the events about to unfold in the near future. All of this looks to be taking place in an idyllic mid-century American home. ,"[0, 1, 1, 0, 0, 0]"
"The boy is falling from a stool while trying to take some hidden cookies, although he doesn't seems to react to the fall. The girls would not appear to mind that the boy is falling. A woman (probably her mother) is washing the dishes but haven't noticed that the water is spilling. She seems upset. There is something disturbing in the whole scene.","[2, 1, 0, 1, 0, 0]"
"There is a mother who is doing the dishes and she is either drying or washing a plate. She is letting the sink overflow and it is falling over the counter and hitting the floor and splashing. There are also dishes already done to the side of her and it also looks as though she is looking out the window. Then behind her, there are two children a boy and a girl who are trying to get cookies behind their mothers back, and the boy looks as though he is about to grab the cookies as the stool starts to fall over. The girl looks like she is laughing and puts her hand up to be handed a cookie from what I assume is her brother. This whole scene seems quite chaotic.","[0, 0, 2, 0, 0, 0]"
"Home/kitchen scene
Mum washing up. Appears not to notice sink overflowing or boy about to fall! What's she on?
Boy about to fall off ladder while reaching for cookies.
Sister laughs!","[0, 2, 0, 0, 0, 0]"
"The kids are trying to steal cookies from the jar, but the stool is about to fall and the boy probably will as well. The woman-assumbly the mother-is washing dishes and looking out the window. She is distracted and is unaware of the sink overflowing and the kids stealing cookies from the jar behind her.","[0, 2, 1, 0, 0, 0]"
Two children are trying to take biscuits from the cookie jar while a woman (who I presume is their Mother) is distracted by her sink overflowing. It seems as if she was either washing or drying dishes before this happened. The boy who is trying to take biscuits from the cookie jar is about to fall off the stool which he used to take them; while a girl (who I presume is his sister) proceeds to laugh. It seems as if she was trying to take her biscuits before he falls off the stool. ,"[0, 1, 3, 0, 0, 0]"
"A mother preoccupied whilst cleaning the dishes. Children being mischievous by trying to get the cookies. The boy loses his balance on the stool and his about to fall. As the mother is preoccupied, she does not see the boy about to fall nor the water in the sink overflowing. It seems to be Spring or Summer outside because the window is open. ","[0, 1, 1, 0, 0, 0]"
"The two children are trying to get cookies. The boy standing on a falling stool and the girl smiling and motioning for the boy to be silent with one hand and reaching up to get a cookie with the other. The woman does not seem to notice that the children are behind her. The woman is washing dishes and she does not seem to notice that water is overflowing onto the floor. The window is open and it looks like a nice day. Also, there is nothing else in the cabinet besides cookies which seems odd.","[0, 2, 2, 0, 0, 0]"
A mum and two kids are in the kitchen. The mum is distracted and not paying attention. She hasn't noticed that the sink is overflowing and one of the kids are dangerously climbing on stools to get cookies.The girls finds it funny that the boy is going to fall. ,"[1, 3, 0, 0, 0, 0]"
"Mother washing dishes.
Sink overflowing
Boy climbing on a high stool
Stool falling
A girl is asking for a cookie
The girl appears to be smling
The boy is giving a cookie to the girl
The cookie jar is very full
The cookie jar is on a high shelf
The mother cannot see the boy is about to fall
The mother does not appear to be concerned the sink is overflowing
The mother is standing in the water
There are two cups and one plate on the counter
The mother is drying a plate
The boy is wearing shorts and a t shirt
The mother is wearing an apron
The two children are wearing ankle socks
","[1, 0, 0, 0, 0, 0]"
"Kids getting into the biscuits
Woman washing the dished ,
the sink overflowing
Kid falling off the unsteady stool","[0, 0, 0, 0, 0, 0]"
"Mother is washing dishes, with children trying to get cookies from jar - in secret. The boy is about to fall off the stool. The sink is overflowing onto the floor.","[0, 0, 1, 0, 0, 0]"
"My brother and I are stealing cookies from the jar while Mam has her back turned. She is washing the dishes and is so distracted that the water is overflowing in the sink so she has not noticed us yet. I have to remind my brother to be quiet as he takes the cookies, I am reaching my hand up to grab a cookie just as I realise the stool is about to topple over. ","[0, 4, 0, 0, 0, 0]"
"The girl is watching the boy and is laughing at how he is about to fall. She also seems to want a cookie. She doesn't seem to be aware of the water, or is also potentially laughing at that. Overall, she does seem to be really amused about the situation, as she is the only one who is completely safe and not in an unusual situation. ","[2, 1, 0, 0, 0, 0]"
She appears to be orchestrating the stealing of the cookies while her mother is distracted. She possibly notices this by the water on the floor or maybe this happens often. She is watching out for her brother or friend as he takes the cookies from the jar and passes them on. She is also reminding him to be quiet so as not to break her mothers trance. ,"[0, 4, 2, 0, 0, 0]"
"the girl is waiting for the boy to pass her a cookie
the girl finds it funny that the boy is about to fall
the girl seems not interested in what is happening in the rest of the kitchen
the girl is not helping the boy
","[1, 1, 0, 0, 0, 0]"
She is teasing the boy(maybe). She taps on her noses and seems to wait patiently for her cookies.,"[0, 1, 0, 0, 0, 0]"
"The mother is drying dishes at the sink. She is day dreaming and not paying attention as she ignores the water from the sink overflows and the children dangerously trying to get the cookies from the jar.  
The children use a stool to get the cookies from the jar but the sister ignores the brother who is about to fall as she tries to get a cookie and ignores the stoll which is about tip and the brother is about to fall.
The window is open beside the sink where the mother dries a single dish although she is not looking outo of it.
This is a old picture from 1983 by lea  Febiger - presumably from a newspaper.
The mother had dried a few dishes already but something distracted her as the water has begun to overflow or she never dried any dishes and got distracted before putting the dishes in the water.","[0, 4, 2, 0, 0, 0]"
I'd really like some of the those yummy cookies but Mum won't let us have any. My brother said he's steal some whilst Mum is distracted doing the washing up. Not sure standing on that stool looks safe but the cookies are worth it.,"[1, 1, 0, 0, 0, 0]"
The little girl is thinking that the mother doesn't notice that they are stealing the cookies. She is smiling because they will get the cookies. She wants the boy to be quiet as he steals the cookies from the jar so that the mother won't notice. She puts her hand up to her mouth to indicate to the boy to be as quiet as possible so that they can take the cookies without the mother noticing,"[0, 4, 1, 0, 0, 0]"
"Girl is amused at boy faling off stool. She is reaching for cookie boy has in his hand. At a guess, she has asked boy to get her a cookie.","[1, 0, 1, 0, 0, 0]"
"The girl is helping the boy to get cookies from the hard-to-reach cupboard. She is telling him to be quiet. She seems unaware that he is about to fall. Her hand is outstretched, possibly to help.","[0, 1, 2, 0, 0, 0]"
"Boy climbing on stool taking cookies. Handing the cookies to the girl. Girl is laughing.
Mother is drying a plate whilst the sink is overflowing. Mother is staring out of the open window","[0, 0, 0, 0, 0, 0]"
the little girl appears content that she is about to receive the cookies hidden on the top shelf. she has a smile on her face yet appears to be unaware that the boy is about to experience a hard fall from off of the stool. ,"[1, 1, 0, 0, 0, 0]"
"The girl is standing below the boy, reaching her hand up to get a cookie from him. She seems to be asking for 1 as she has 1 finger in the air. She does not seem to be aware that the stool is tipping and the boy is likely to fall.","[0, 1, 0, 0, 0, 0]"
My brother is sneaking me a cookie from the cookie jar - what a great brother! She doesn't seem to be aware that he is about to fall off the stool because she is too busy laughing. She is also unaware of what is going on by the sink. She is just having fun with her brother. It would probably make her Mum annoyed if she saw them.,"[2, 2, 0, 0, 0, 0]"
"The little girl is looking at her brother standing on the stool, and seems to be asking for a cookie by pointing at her mouth. She hasn't noticed the overflowing sink.","[0, 1, 0, 0, 0, 0]"
"I'm trying to get some cookies from the jar on the top cabinet with my brother's help and he's about to give me one but looks very unsteady on the chair. Also, mom doesn't seem to notice that she's getting the floor all wet while she's doing the dishes but as long as she doesn't see us getting the cookies it's all good.","[0, 1, 1, 0, 0, 0]"
"The little girl wanted to get some biscuits so she made a plan with her brother to get a stool so that they could reach the cookies in the high cupboard. She was excited because for a moment it looked like her brother was going to be able to reach the cookies, however now he has become unbalanced and might fall off the stool as a result. She is scared because he might hurt himself. She is also a bit anxious because her Mother, distracted by them messing, has overflown the kitchen sink with water and will likely get angry and give out to them both because of the mess.","[4, 1, 1, 0, 0, 0]"
"the mother's back is turned.
she sees her friend stealing the cookies.
she is amused by the situation.
she reaches up to take a cookie from him.","[1, 0, 0, 0, 0, 0]"
"From the girl's perspective the boy is falling from the chair while trying to get cookies from the cupboard. In her periphery, the adult washes dishes at an over flowing sink.","[0, 0, 0, 0, 0, 0]"
"I saw the boy loosing balance when he was tring to get the cokie from the cokie jar.
Maybe I shouldn't have asked himto get an extra cokie for me. ","[0, 0, 2, 0, 0, 0]"
"She reaches for a cookie in her brother's hand as he is about to flip from the chair. She does not pay attention though to what inevitably would happen. She is laughing and looks likes having a good time. She is having such a good time that she does not even pay attention to what is going on with her mother, who is so focused on washing the dishes that she forgot to turn off the water in the sink.","[2, 4, 0, 0, 0, 0]"
"From little girl's perspective, the mother seems to be distracted by her thoughts and she seems convinced that she wouldn't notice her and her brother stealing behind her. From her hand position and her actions she doesn't seem to notice that the stool on which her brother is standing is tilted and her brother is about to fall. Instead she seems to be a little bit exited and reaching out her left hand to get the cookie from her brother.","[1, 4, 0, 0, 0, 0]"
"My brother about to fall / He's stealing cookies from the top shelf in the cupboard / Mother is drying a plate but the sink is overlowing / In front of her, on my right, the window is open","[0, 0, 0, 0, 0, 0]"
"MY BROTHER will help me in getting a cookie. let us hurry and grab a cookie before mother notices. This is so funny, the way my brother is trying to reach the cookie jar and grabbing the cookie. OMG he isabout to fall and my mother has no idea of the water lowing from the basin. I will get as many cookies as possible and go out to play. We cando this more often as mother is mostly absent minded.we need to hurry.","[1, 3, 0, 0, 0, 0]"
Both children know the mother is distracted so they are using the oportunity to take cookies. The girl does not see that the boys stool is about to fall over. She is too focused on getting cookies.She is reaching out her hand to take one from the boy.,"[0, 2, 0, 0, 0, 0]"
The little girl is enjoying the fact that the boy is taking the cookies. The knows that the lady is unaware of it. The girl probably does not know that the stool is about to fall off. ,"[0, 3, 0, 0, 0, 0]"
She is waiting to get the cookie from her brother. she is keen and enthusiastic to get the cookie and excited/nervous that she doesnt get caught by the woman or her mother. She doesnt appear to be worried that the stool is going to fall and is hoping to get the cooke before he falls. ,"[5, 0, 0, 0, 0, 0]"
The little girl is giggling. She looks excited that her brother or friend is about to sneak her some cookies from the kitchen cupboard. She may or may not be aware that the stool is slipping from underneath him. ,"[1, 1, 0, 0, 0, 0]"
